source_id,title,file_name,page,layout_class,chosen_mode,column_count,block_count,line_count,avg_words_per_block,short_block_ratio,numeric_block_ratio,warning
pdf_vidmachenko01beijinqondiscoveringdwarfplanetplutoen,Vidmachenko01BeijinqOndiscoveringdwarfplanetPlutoEn,Vidmachenko01BeijinqOndiscoveringdwarfplanetPlutoEn.pdf,2,narrative_single_column,row_order_lines,1,5,30,93.4,0.0,1.0,
pdf_vidmachenko01beijinqondiscoveringdwarfplanetplutoen,Vidmachenko01BeijinqOndiscoveringdwarfplanetPlutoEn,Vidmachenko01BeijinqOndiscoveringdwarfplanetPlutoEn.pdf,3,narrative_single_column,row_order_lines,1,9,52,90.22,0.0,1.0,
pdf_vidmachenko01beijinqondiscoveringdwarfplanetplutoen,Vidmachenko01BeijinqOndiscoveringdwarfplanetPlutoEn,Vidmachenko01BeijinqOndiscoveringdwarfplanetPlutoEn.pdf,4,mixed,plain_text,0,3,13,67.0,0.0,1.0,mixed_layout_plain_text_fallback
pdf_vidmachenko01beijinqondiscoveringdwarfplanetplutoen,Vidmachenko01BeijinqOndiscoveringdwarfplanetPlutoEn,Vidmachenko01BeijinqOndiscoveringdwarfplanetPlutoEn.pdf,5,mixed,plain_text,0,3,19,62.67,0.0,1.0,mixed_layout_plain_text_fallback
pdf_vidmachenko01beijinqondiscoveringdwarfplanetplutoen,Vidmachenko01BeijinqOndiscoveringdwarfplanetPlutoEn,Vidmachenko01BeijinqOndiscoveringdwarfplanetPlutoEn.pdf,6,narrative_single_column,row_order_lines,1,11,29,32.36,0.0,1.0,
pdf_vidmachenko01beijinqondiscoveringdwarfplanetplutoen,Vidmachenko01BeijinqOndiscoveringdwarfplanetPlutoEn,Vidmachenko01BeijinqOndiscoveringdwarfplanetPlutoEn.pdf,7,narrative_single_column,row_order_lines,1,19,43,27.42,0.0,1.0,
pdf_volume_1_issue_4_6_8,"Volume  1, Issue 4.6 8","Volume -1, Issue-4.6-8.pdf",1,mixed,plain_text,0,11,72,56.64,0.273,0.636,mixed_layout_plain_text_fallback
pdf_volume_1_issue_4_6_8,"Volume  1, Issue 4.6 8","Volume -1, Issue-4.6-8.pdf",2,mixed,plain_text,0,13,82,50.85,0.231,0.692,mixed_layout_plain_text_fallback
pdf_volume_1_issue_4_6_8,"Volume  1, Issue 4.6 8","Volume -1, Issue-4.6-8.pdf",3,mixed,plain_text,0,15,89,44.4,0.4,0.467,mixed_layout_plain_text_fallback
pdf_worlds_beyond_earth_ed_guide,Worlds Beyond Earth Ed Guide,Worlds-Beyond-Earth-Ed-Guide.pdf,1,poster_or_cover,plain_text,0,12,12,2.25,0.917,0.0,plain_text_fallback_for_poster_or_cover
pdf_worlds_beyond_earth_ed_guide,Worlds Beyond Earth Ed Guide,Worlds-Beyond-Earth-Ed-Guide.pdf,2,poster_or_cover,plain_text,0,18,93,44.28,0.556,0.167,plain_text_fallback_for_poster_or_cover
pdf_worlds_beyond_earth_ed_guide,Worlds Beyond Earth Ed Guide,Worlds-Beyond-Earth-Ed-Guide.pdf,3,narrative_2_column,column_order,2,20,61,21.8,0.35,0.25,
pdf_worlds_beyond_earth_ed_guide,Worlds Beyond Earth Ed Guide,Worlds-Beyond-Earth-Ed-Guide.pdf,4,narrative_2_column,column_order,2,19,85,30.21,0.158,0.421,
pdf_worlds_beyond_earth_ed_guide,Worlds Beyond Earth Ed Guide,Worlds-Beyond-Earth-Ed-Guide.pdf,5,narrative_2_column,column_order,2,38,90,19.16,0.526,0.421,
pdf_worlds_beyond_earth_ed_guide,Worlds Beyond Earth Ed Guide,Worlds-Beyond-Earth-Ed-Guide.pdf,6,narrative_2_column,column_order,2,26,81,21.5,0.269,0.192,
pdf_young_how_old_are_saturn_s_moons_sky_and_telescope_142_no_03_2021,Young How Old Are Saturn's Moons Sky and Telescope 142 no 03 (2021),Young_How_Old_Are_Saturn's_Moons_Sky_and_Telescope_142_no_03_(2021).pdf,1,mixed,plain_text,0,12,28,7.5,0.333,0.583,mixed_layout_plain_text_fallback
pdf_young_how_old_are_saturn_s_moons_sky_and_telescope_142_no_03_2021,Young How Old Are Saturn's Moons Sky and Telescope 142 no 03 (2021),Young_How_Old_Are_Saturn's_Moons_Sky_and_Telescope_142_no_03_(2021).pdf,2,mixed,plain_text,0,10,60,53.3,0.1,0.3,mixed_layout_plain_text_fallback
pdf_young_how_old_are_saturn_s_moons_sky_and_telescope_142_no_03_2021,Young How Old Are Saturn's Moons Sky and Telescope 142 no 03 (2021),Young_How_Old_Are_Saturn's_Moons_Sky_and_Telescope_142_no_03_(2021).pdf,3,narrative_2_column,column_order,2,10,101,72.7,0.1,0.6,
pdf_young_how_old_are_saturn_s_moons_sky_and_telescope_142_no_03_2021,Young How Old Are Saturn's Moons Sky and Telescope 142 no 03 (2021),Young_How_Old_Are_Saturn's_Moons_Sky_and_Telescope_142_no_03_(2021).pdf,4,poster_or_cover,plain_text,0,33,65,6.64,0.818,0.303,plain_text_fallback_for_poster_or_cover
pdf_young_how_old_are_saturn_s_moons_sky_and_telescope_142_no_03_2021,Young How Old Are Saturn's Moons Sky and Telescope 142 no 03 (2021),Young_How_Old_Are_Saturn's_Moons_Sky_and_Telescope_142_no_03_(2021).pdf,5,poster_or_cover,plain_text,0,27,76,7.0,0.667,0.222,plain_text_fallback_for_poster_or_cover
pdf_young_how_old_are_saturn_s_moons_sky_and_telescope_142_no_03_2021,Young How Old Are Saturn's Moons Sky and Telescope 142 no 03 (2021),Young_How_Old_Are_Saturn's_Moons_Sky_and_Telescope_142_no_03_(2021).pdf,6,mixed,plain_text,0,16,64,34.5,0.5,0.312,mixed_layout_plain_text_fallback
pdf_young_how_old_are_saturn_s_moons_sky_and_telescope_142_no_03_2021,Young How Old Are Saturn's Moons Sky and Telescope 142 no 03 (2021),Young_How_Old_Are_Saturn's_Moons_Sky_and_Telescope_142_no_03_(2021).pdf,7,mixed,plain_text,0,9,116,92.22,0.111,0.444,mixed_layout_plain_text_fallback
pdf_young_how_old_are_saturn_s_moons_sky_and_telescope_142_no_03_2021,Young How Old Are Saturn's Moons Sky and Telescope 142 no 03 (2021),Young_How_Old_Are_Saturn's_Moons_Sky_and_Telescope_142_no_03_(2021).pdf,8,mixed,plain_text,0,12,90,65.08,0.167,0.333,mixed_layout_plain_text_fallback
pdf_young_how_old_are_saturn_s_moons_sky_and_telescope_142_no_03_2021,Young How Old Are Saturn's Moons Sky and Telescope 142 no 03 (2021),Young_How_Old_Are_Saturn's_Moons_Sky_and_Telescope_142_no_03_(2021).pdf,9,mixed,plain_text,0,24,116,36.17,0.542,0.417,mixed_layout_plain_text_fallback
